"s.no","helpfulVoteCount","rating","reviewPosition","verifiedPurchase","sentiment_score","Membership_Years_x","Availability_Code","Age","Membership_Years_y","Login_Frequency","Session_Duration_Avg","Pages_Per_Session","Cart_Abandonment_Rate","Wishlist_Items","Total_Purchases","Average_Order_Value","Days_Since_Last_Purchase","Discount_Usage_Rate","Returns_Rate","Email_Open_Rate","Customer_Service_Calls","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Payment_Method_Diversity","Lifetime_Value","Credit_Balance","Churned","Gender","Sentiment_Label"
"2333","0","5.0","9","True","0.1875","0.1","0","39","0.1","4.0","21.1","5.7","48.3","2","8.0","130.11","30","41.0","1.6","5.7","3","0","36.7","13.4","2","1172.02","2607","0","Male","Positive"
"2334","0","5.0","10","True","0.2","2.6","2","57","2.6","11.0","23.8","6.7","64.3","3","17.0","93.85","18","37.1","11.7","13.1","9","3","25.5","31.5","2","1365.52","0","0","Female","Positive"
"2337","0","4.0","3","True","0.41875","6.8","2","27","6.8","21.0","35.7","8.9","59.1","5","11.0","78.78","15","47.9","6.0","27.3","5","1","31.9","21.6","4","920.37","3535","0","Female","Positive"
"2339","0","5.0","5","True","0.321428571","3.3","2","29","3.3","10.0","23.2","4.3","55.8","3","10.0","114.43","18","18.6","3.7","0.4","5","6","10.0","21.6","4","960.09","2033","0","Male","Positive"
"2341","0","5.0","7","True","0.073695396","2.2","1","26","2.2","9.0","14.3","4.6","74.4","3","12.0","188.04","79","29.5","4.9","12.9","7","1","52.9","8.1","1","2416.42","1659","1","Male","Neutral"
"2347","5","4.0","3","True","0.120572917","2.5","1","43","2.5","7.0","21.3","5.1","64.3","4","3.0","99.97","43","39.9","1.7","12.0","4","0","5.6","21.2","3","251.91","1099","0","Female","Positive"
"2355","0","5.0","1","True","0.675","3.6","2","41","3.6","13.0","40.2","12.6","41.7","5","19.0","106.85","12","34.3","11.6","31.1","1","7","72.6","24.5","2","1730.84","2630","0","Male","Positive"
"2358","0","5.0","4","True","0.3","7.5","2","24","7.5","17.0","38.8","15.0","46.3","4","20.8","151.75","18","33.84","2.2","33.2","2","6","54.2","24.4","4","2529.7","3790","1","Female","Positive"
"2361","0","3.0","7","True","0.275","2.4","1","35","2.4","5.0","30.9","8.6","56.2","4","11.0","89.24","1","22.9","2.3","13.1","6","2","23.3","27.3","2","885.7","1724","0","Female","Positive"
"2363","0","4.0","9","True","0.162962963","0.6","0","18","0.6","10.0","17.3","4.8","52.2","2","9.1","121.46","36","33.96","9.5","0.0","7","1","16.1","13.0","3","836.0","1033","0","Male","Positive"
"2367","7","4.0","3","True","0.194748536","5.1","2","25","5.1","4.0","24.2","6.6","57.2","2","13.0","87.29","45","45.0","4.0","23.2","5","2","30.1","16.2","1","1328.96","1755","0","Male","Positive"
"2373","0","4.0","9","True","0.217948718","2.0","1","59","2.0","6.0","25.5","6.2","78.1","0","5.0","144.12","19","63.3","1.4","17.8","10","2","3.5","17.1","2","659.09","1609","0","Male","Positive"
"2379","2","5.0","2","True","-0.061111111","2.6","2","34","2.6","7.0","31.2","6.0","60.8","1","14.0","131.46","2","39.9","4.7","25.2","4","5","4.7","19.0","2","2141.83","2634","0","Male","Neutral"
"2384","0","3.0","7","True","0.005555556","0.6","0","47","0.6","22.0","35.1","11.2","41.2","5","13.0","60.17","9","56.8","3.6","14.2","3","3","59.9","21.8","5","701.1","1988","0","Female","Neutral"
"2386","0","5.0","9","True","0.05","3.0","2","53","3.0","0.0","7.4","3.2","83.2","0","2.0","50.69","23","67.4","1.2","2.5","5","1","16.0","6.9","1","101.88","1612","1","Female","Neutral"
"2387","0","4.0","10","True","0.25","4.2","2","18","4.2","12.0","27.8","14.3","57.4","3","15.6","159.95","14","72.12","13.9","3.6","5","2","34.5","16.3","2","1542.89","3739","0","Female","Positive"
"2388","4","5.0","1","True","0.246666667","3.6","2","50","3.6","15.0","25.0","6.5","80.5","5","12.0","111.89","17","41.7","12.8","1.4","10","1","32.4","21.3","4","1093.49","931","1","Female","Positive"
"2389","5","5.0","2","True","1.0","8.6","2","51","8.6","18.0","41.3","11.9","50.9","5","12.0","130.41","24","43.8","5.9","34.6","6","4","77.8","27.6","3","1703.21","2127","0","Female","Positive"
"2390","0","5.0","3","True","0.433333333","1.8","1","24","1.8","11.0","16.0","10.8","56.7","4","11.0","138.43","9","37.4","5.3","13.7","4","2","43.4","13.4","3","1812.11","2289","0","Male","Positive"
"2391","5","5.0","4","True","0.8","5.7","2","33","5.7","5.0","23.2","4.2","59.4","1","5.0","113.35","1","6.7","2.9","7.4","4","2","10.1","17.4","1","662.12","897","0","Male","Positive"
"2393","2","5.0","6","True","0.23125","0.4","0","35","0.4","23.0","23.3","5.9","42.8","2","11.0","156.07","3","41.7","4.7","11.6","8","3","12.1","9.8","1","2025.83","2061","1","Male","Positive"
"2397","6","5.0","10","True","0.199067599","3.0","2","54","3.0","10.0","27.3","10.3","44.8","5","17.0","168.54","24","62.1","9.8","29.1","6","3","38.0","16.3","2","3079.12","483","1","Female","Positive"
"2398","4","5.0","1","True","0.324583333","2.5","1","31","2.5","19.0","44.8","10.4","12.8","10","16.0","94.26","22","86.1","16.5","39.4","1","1","79.2","26.2","3","1520.0","430","0","Female","Positive"
"2399","0","4.533227848","2","False","0.0","2.5","1","35","2.5","16.0","43.2","12.0","45.9","8","19.0","100.51","12","38.3","5.5","19.6","6","4","13.8","25.8","2","2034.94","2258","1","Female","Neutral"
"2406","0","5.0","7","True","0.10594475","2.1","1","37","2.1","23.0","43.3","12.8","51.3","6","20.0","97.33","20","59.6","13.0","20.1","7","4","56.6","23.8","1","1662.86","1443","0","Male","Positive"
"2409","2","4.0","10","True","0.09","2.0","1","43","2.0","21.0","51.2","13.4","40.8","11","23.0","143.56","6","26.3","23.8","32.7","3","4","53.3","32.2","4","2852.67","3571","0","Male","Neutral"
"2421","34","5.0","2","True","0.250791486","3.2","2","34","3.2","8.0","20.9","9.1","59.8","5","13.0","83.3","4","72.36","3.0","24.7","7","2","33.1","19.8","3","733.29","1117","0","Male","Positive"
"2423","0","4.0","4","True","0.216666667","3.0","2","33","3.0","20.0","43.1","10.3","46.3","10","17.0","113.69","42","18.2","0.6","18.2","7","7","38.0","24.9","3","2217.97","1748","1","Male","Positive"
"2426","0","5.0","7","True","0.4","0.9","0","36","0.9","14.0","39.7","10.2","40.5","6","27.0","116.69","4","68.6","5.2","34.4","5","6","37.3","17.4","4","2708.28","2720","0","Male","Positive"
"2428","0","5.0","9","True","0.13034188","2.4","1","19","2.4","16.0","21.9","5.3","53.4","2","8.0","150.76","13","38.5","13.1","8.2","3","1","5.9","9.7","1","1119.88","247","0","Female","Positive"
"2434","4","5.0","5","True","0.175219298","3.2","2","45","3.2","2.0","31.5","10.1","59.9","9","18.0","169.58","17","64.5","0.6","23.4","10","6","45.1","27.8","1","3150.19","3082","1","Female","Positive"
"2435","0","3.0","6","True","0.118939394","4.2","2","44","4.2","3.0","17.0","8.1","75.6","1","6.0","54.68","31","32.0","7.1","9.1","6","0","11.0","18.6","1","320.39","1491","0","Female","Positive"
"2436","0","5.0","7","True","0.46","3.1","2","18","3.1","18.0","28.4","9.3","45.6","3","14.0","130.17","58","16.2","7.1","22.6","6","2","24.7","19.3","5","2072.5","1211","1","Male","Positive"
"2437","3","5.0","8","True","0.180888889","2.9","2","31","2.9","17.0","25.7","8.1","52.2","7","14.0","68.9","13","17.3","4.5","29.5","3","6","31.1","21.4","3","875.78","853","0","Female","Positive"
"2438","0","4.0","9","True","0.341741071","3.3","2","28","3.3","15.0","32.8","10.1","46.6","9","20.8","74.01","24","50.4","0.5","25.9","8","5","59.8","21.0","3","1398.23","2330","0","Male","Positive"
"2445","0","5.0","6","True","0.35","1.6","1","40","1.6","0.0","27.5","5.7","68.6","3","16.9","107.5","40","78.84","5.7","5.5","5","3","2.9","12.0","2","1567.02","692","0","Female","Positive"
"2449","0","5.0","10","True","0.471428571","1.0","0","34","1.0","0.0","10.7","4.4","86.8","0","4.0","80.89","2","43.1","5.7","14.3","8","0","1.0","5.1","3","341.31","0","1","Male","Positive"
"2450","0","5.0","1","True","0.26","3.1","2","51","3.1","1.0","22.1","9.0","64.0","1","5.2","76.74","110","67.08","9.4","9.5","2","0","0.0","15.0","2","258.91","470","1","Female","Positive"
"2453","0","5.0","4","True","-0.003333333","3.9","2","43","3.9","9.0","14.6","3.1","60.8","2","6.0","154.18","55","22.3","0.9","11.0","8","1","6.2","0.0","1","833.04","629","0","Male","Neutral"
"2454","0","5.0","5","True","0.44","3.4","2","32","3.4","18.0","22.3","9.7","79.2","3","19.5","129.92","62","68.76","3.1","31.4","4","2","6.0","26.1","1","1607.61","2455","0","Female","Positive"
"2457","0","5.0","8","True","0.2703125","3.2","2","19","3.2","16.0","30.2","11.9","69.9","5","9.0","113.99","42","29.3","4.8","25.6","15","3","10.9","18.8","2","1056.62","985","1","Female","Positive"
"2459","0","5.0","10","True","0.4","2.9","2","43","2.9","23.0","33.9","11.0","62.7","11","19.5","124.16","38","14.76","9.7","19.6","9","3","51.3","33.4","1","1922.06","2588","1","Male","Positive"
"2464","0","3.0","5","True","0.075","2.8","2","41","2.8","6.0","15.9","2.9","67.2","1","4.0","245.14","78","21.9","18.1","0.0","4","0","0.0","7.7","3","851.92","793","1","Male","Neutral"
"2468","0","4.0","9","True","0.21","4.0","2","42","4.0","8.0","9.9","4.7","65.6","5","11.0","79.82","5","50.9","0.7","27.1","5","1","0.9","8.7","1","1012.41","1369","0","Male","Positive"
"2470","3","5.0","1","True","0.260144928","3.3","2","51","3.3","13.0","18.6","7.4","57.2","3","9.0","76.32","31","26.7","10.2","19.8","3","1","33.5","10.1","5","716.18","1500","0","Female","Positive"
"2473","0","5.0","4","True","0.51","1.6","1","53","1.6","21.0","35.9","12.5","37.3","4","15.0","101.99","7","47.9","2.4","10.9","5","7","52.0","31.5","4","1393.96","560","0","Male","Positive"
"2475","0","5.0","6","True","0.583333333","2.7","2","30","2.7","8.0","18.3","8.5","54.2","1","7.0","95.13","3","24.3","9.7","5.4","7","1","8.1","10.9","3","665.39","0","0","Male","Positive"
"2476","9","3.0","7","True","0.08599405","3.3","2","30","3.3","32.0","47.9","11.3","52.1","12","16.0","122.51","3","36.8","4.5","33.1","4","11","38.2","33.1","3","1797.93","3137","0","Male","Neutral"
"2477","0","5.0","8","True","0.4","0.9","0","54","0.9","16.0","20.1","8.8","62.8","4","19.5","90.96","70","49.2","0.3","3.4","6","4","29.3","20.8","3","1318.23","3014","0","Female","Positive"
"2480","0","5.0","1","True","0.255555556","1.8","1","50","1.8","21.0","34.1","15.0","32.2","8","23.0","50.07","27","23.3","7.7","28.7","4","3","56.2","34.7","1","977.28","3275","0","Male","Positive"
"2481","0","5.0","2","True","0.533333333","7.1","2","40","7.1","20.0","39.4","11.7","32.6","6","18.0","230.59","2","36.1","3.5","40.8","4","7","35.6","31.1","2","3712.42","4113","0","Female","Positive"
"2484","0","5.0","5","True","0.475","1.1","0","44","1.1","20.0","48.2","13.3","48.9","12","19.0","109.29","7","47.1","4.1","45.0","2","6","55.9","34.9","1","2009.07","2084","0","Male","Positive"
"2488","0","4.0","9","False","0.209982175","2.6","2","35","2.6","6.0","18.3","2.9","89.0","0","8.0","85.76","74","51.4","12.5","0.0","12","0","5.2","1.6","2","735.18","0","1","Female","Positive"
"2493","0","5.0","4","True","0.366666667","2.1","1","18","2.1","14.0","25.1","7.9","58.8","7","12.0","103.68","9","36.8","0.7","13.1","8","3","35.1","22.4","3","1342.27","1213","0","Male","Positive"
"2495","0","5.0","6","True","0.0375","1.6","1","40","1.6","30.0","43.1","8.4","33.9","12","19.5","99.06","9","14.76","13.8","35.3","2","4","47.6","27.9","4","1530.55","2656","0","Female","Neutral"
"2496","2","3.0","7","True","0.423333333","1.6","1","37","1.6","19.0","40.0","11.7","50.1","5","11.0","133.16","58","22.3","2.4","47.0","5","1","52.7","34.4","2","1340.11","1753","0","Female","Positive"
"2498","0","5.0","9","True","0.583333333","0.3","0","51","0.3","12.0","28.2","10.3","66.8","6","9.0","105.18","6","55.1","9.9","12.3","6","7","27.8","15.2","3","1085.6","494","0","Female","Positive"
"2500","6","5.0","1","True","0.206868132","3.4","2","28","3.4","12.0","25.3","5.2","59.8","3","9.0","163.34","60","57.4","10.0","0.0","6","5","33.6","19.7","2","1505.2","368","0","Female","Positive"
"2501","0","5.0","2","True","0.575","4.5","2","42","4.5","5.0","23.7","9.2","69.7","3","8.0","89.45","60","69.5","10.1","0.0","7","4","0.0","1.3","2","618.58","1324","1","Female","Positive"
"2502","5","4.0","3","True","0.375","1.4","0","26","1.4","14.0","36.9","5.8","56.7","4","11.0","76.8","37","48.7","2.9","36.2","6","2","28.6","22.9","5","992.34","2975","0","Female","Positive"
"2503","0","5.0","4","True","0.116666667","3.3","2","21","3.3","3.0","23.9","10.4","53.5","6","11.0","182.7","61","65.1","13.0","19.2","9","2","10.2","19.3","5","2119.34","2443","1","Male","Positive"
"2510","7","5.0","1","True","0.234404762","1.3","0","30","1.3","21.0","22.8","12.6","57.2","4","11.0","160.41","12","8.3","11.2","42.6","9","5","28.8","13.9","1","1971.88","3647","1","Female","Positive"
"2511","0","5.0","2","True","0.243333333","2.0","1","43","2.0","9.0","27.1","5.4","67.4","3","10.0","116.19","13","38.4","1.1","26.1","3","6","11.2","13.4","2","1233.63","2266","0","Male","Positive"
"2512","0","4.0","3","True","0.223809524","3.0","2","47","3.0","15.0","32.1","7.6","47.8","6","23.0","216.66","86","76.9","11.0","32.9","7","2","22.6","28.0","3","4702.84","2052","1","Female","Positive"
"2513","2","5.0","4","True","0.345352381","0.9","0","47","0.9","11.0","21.5","7.1","40.1","4","9.0","145.37","19","55.3","6.0","31.0","7","4","0.0","16.0","3","1089.95","1453","0","Female","Positive"
"2516","0","5.0","7","True","0.0","4.1","2","42","4.1","13.0","27.4","8.6","42.2","3","10.0","40.81","56","63.6","2.3","9.0","3","4","23.0","17.7","3","450.24","1059","0","Male","Neutral"
"2526","0","5.0","7","True","0.283333333","2.0","1","18","2.0","12.0","22.3","6.7","55.5","3","13.0","218.49","14","64.1","2.8","23.8","10","4","21.2","10.8","2","3169.78","0","1","Female","Positive"
"2527","4","3.0","8","True","-0.05014881","2.6","2","40","2.6","7.0","35.2","12.0","42.5","6","13.0","80.1","34","33.1","4.5","23.2","5","2","29.3","21.8","2","892.88","2570","0","Male","Neutral"
"2528","0","5.0","9","True","0.25","0.5","0","38","0.5","6.0","33.6","13.7","78.3","1","9.0","140.49","20","60.3","9.8","24.9","8","1","9.7","13.0","2","1111.62","502","0","Female","Positive"
"2531","0","5.0","1","True","0.193571429","1.6","1","49","1.6","10.0","30.8","10.9","46.6","2","14.0","147.21","10","30.5","0.2","29.4","9","6","25.1","22.0","3","2023.05","2669","1","Female","Positive"
"2538","0","3.0","8","True","0.1","1.2","0","34","1.2","13.0","16.2","1.7","70.8","1","5.0","134.06","9","57.4","14.2","10.2","6","3","1.3","21.2","2","589.42","1937","1","Male","Neutral"
"2543","0","4.0","3","True","0.211111111","1.2","0","41","1.2","19.0","35.7","14.8","49.8","9","23.0","140.49","1","63.1","21.5","27.5","7","5","59.0","20.6","2","2782.29","2731","1","Female","Positive"
"2545","0","5.0","5","True","0.266666667","4.8","2","22","4.8","19.0","34.2","6.6","58.2","6","10.0","272.44","6","57.2","1.1","14.5","3","4","35.6","22.5","2","3035.88","2538","0","Male","Positive"
"2548","0","5.0","8","True","0.383076923","1.5","0","59","1.5","13.0","32.9","8.1","36.6","5","18.0","75.32","1","51.3","2.6","46.9","5","6","39.3","34.2","2","1351.38","2390","0","Female","Positive"
"2554","0","4.0","4","True","0.408333333","1.4","0","43","1.4","3.0","8.0","5.4","86.8","1","8.0","44.3","11","43.9","5.9","14.7","7","1","21.5","9.2","3","376.53","0","1","Female","Positive"
"2558","0","5.0","8","True","0.555357143","1.9","1","42","1.9","0.0","36.7","13.3","32.4","1","13.0","92.77","8","20.6","3.0","30.9","3","5","41.6","21.7","4","1244.41","1553","0","Male","Positive"
"2559","0","5.0","9","True","0.216666667","4.2","2","31","4.2","1.0","15.7","5.2","67.0","3","10.4","52.0","44","58.56","6.6","16.2","6","0","24.7","9.7","1","442.4","1207","0","Female","Positive"
"2560","0","4.0","10","True","0.5","2.1","1","37","2.1","6.0","26.2","7.3","81.2","3","12.0","136.84","86","60.1","13.4","2.0","10","6","19.6","16.9","1","1763.6","652","1","Female","Positive"
"2561","9","5.0","1","True","0.401500423","3.5","2","18","3.5","1.0","13.3","6.0","81.3","2","3.0","115.35","18","25.1","8.8","14.9","6","0","6.3","11.9","3","318.68","1425","1","Female","Positive"
"2564","0","5.0","4","True","0.18","4.3","2","31","4.3","0.0","24.5","9.4","46.0","5","11.0","147.83","56","54.8","5.0","28.7","7","3","11.9","18.4","1","1686.88","1474","0","Male","Positive"
"2566","0","5.0","6","True","0.507936508","2.4","1","28","2.4","22.0","49.5","13.5","42.1","16","21.0","103.14","45","25.7","5.4","37.4","3","6","92.2","34.2","2","2041.67","4411","0","Male","Positive"
"2570","0","5.0","10","True","0.23","3.2","2","34","3.2","5.0","17.2","6.5","57.0","4","9.0","147.02","45","8.1","4.1","3.5","4","5","29.2","15.3","3","1275.8","1904","0","Female","Positive"
"2571","0","5.0","1","True","0.23046398","0.8","0","39","0.8","9.0","29.7","6.4","73.5","6","7.8","91.49","32","23.64","7.7","6.9","7","6","9.5","13.1","2","553.28","2644","0","Male","Positive"
"2576","2","3.0","6","True","0.047619048","0.9","0","21","0.9","12.0","13.5","3.4","86.9","2","9.1","99.5","11","62.4","15.2","0.0","5","1","0.0","11.0","1","820.0","2156","1","Female","Neutral"
"2578","0","4.0","8","True","0.266666667","2.4","1","32","2.4","14.0","15.2","6.8","57.1","1","13.0","143.29","34","38.76","2.2","16.8","9","2","47.3","35.8","1","1464.87","2027","0","Male","Positive"
"2581","28","5.0","1","True","0.069866408","2.1","1","40","2.1","19.0","25.9","5.2","69.3","7","10.0","124.35","22","21.2","0.7","16.0","9","3","2.6","18.8","2","1134.97","2493","0","Female","Neutral"
"2582","0","5.0","2","True","0.5625","2.9","2","48","2.9","6.0","22.4","5.1","59.3","6","9.0","164.54","28","30.2","3.8","0.0","7","3","0.0","22.7","3","1252.16","1179","0","Female","Positive"
"2583","0","4.0","3","True","0.33","7.7","2","36","7.7","14.0","34.5","6.3","68.4","3","26.0","73.56","48","45.36","10.4","19.6","7","7","27.3","34.7","3","1448.86","1952","0","Female","Positive"
"2586","0","5.0","6","True","0.4","2.9","2","41","2.9","11.0","24.0","8.4","53.5","0","10.0","214.45","68","39.5","4.9","28.1","4","0","35.4","12.3","3","2566.16","2355","0","Female","Positive"
"2587","0","5.0","7","True","0.466666667","3.0","2","31","3.0","1.0","13.8","1.9","78.9","1","9.1","111.53","2","45.0","1.2","0.0","6","1","0.5","2.6","2","662.68","1906","1","Male","Positive"
"2594","0","4.0","4","True","0.325","1.6","1","39","1.6","6.0","20.0","5.5","72.5","3","9.0","245.0","15","41.4","7.8","2.8","8","1","26.3","12.4","4","2346.27","334","1","Male","Positive"
"2596","0","5.0","6","True","0.7","1.5","0","30","1.5","11.0","28.2","7.4","37.6","4","10.0","179.24","33","22.7","9.2","0.0","6","0","0.0","12.9","1","1599.81","1701","0","Male","Positive"
"2597","0","5.0","7","True","0.4","2.6","2","34","2.6","12.0","29.8","5.9","54.8","4","13.0","82.02","60","9.3","10.3","10.9","6","2","48.6","21.7","1","1118.77","1759","0","Female","Positive"
"2599","0","5.0","9","True","0.125909091","3.4","2","52","3.4","15.0","33.5","10.4","45.6","5","16.0","68.63","8","56.9","9.3","25.6","9","2","52.5","26.7","2","945.15","1269","0","Male","Positive"
"2605","3","5.0","6","True","0.142424242","2.1","1","18","2.1","22.0","23.2","8.1","61.0","7","17.0","142.12","8","40.5","4.9","38.1","3","1","65.7","20.8","3","2157.71","1865","0","Male","Positive"
"2606","12","5.0","7","True","0.13757764","8.1","2","31","8.1","18.0","38.0","14.0","55.0","8","15.0","105.95","38","27.4","16.4","45.9","5","8","38.1","23.8","1","1377.08","1906","0","Female","Positive"
"2614","3","5.0","5","True","0.337922078","2.9","2","45","2.9","16.0","37.1","8.7","47.6","9","17.0","119.21","16","37.5","4.6","35.2","1","1","56.9","29.3","5","1856.39","3388","0","Female","Positive"
